Line needed to mimic the original format
Code circo euro	Libelle circo euro	Nom elu	Prenom elu	Date naissance	Code sexe	Code profession	Libelle profession	Libelle mandat	Date debut mandat	Date fin mandat	Motif fin mandat	Nuance politique	ID RNE	ID Europe	ID universel
00	UNIQUE	ROD	Didier Claude	07/06/1950	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	VEC	NA	4387	EUR_0004387
00	UNIQUE	ROURE	Martine	28/09/1948	F	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	SOC	183490	4313	RNE_0183490
00	UNIQUE	SAÏFI	Tokia	11/07/1959	F	NA	NA	Représentant au Parlement Européen	13/06/1999	06/05/2002	DV	GE	1048123	4345	RNE_1048123
00	UNIQUE	SAINT-JOSSE	Jean	22/03/1944	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	CPNT	76	4410	RNE_0000076
00	UNIQUE	SARKOZY	Nicolas	28/01/1955	M	NA	NA	Représentant au Parlement Européen	13/06/1999	14/09/1999	DV	RPR	NA	4339	EUR_0004339
00	UNIQUE	SAVARY	Gilles	06/12/1954	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	SOC	77	4306	RNE_0000077
00	UNIQUE	SCARBONCHI	Michel	24/7/1950	M	NA	NA	Représentant au Parlement Européen	6/04/2001	12/6/2004	FM	SOC	NA	2312	EUR_0002312
00	UNIQUE	SCHAFFNER	Anne-Marie	31/05/1945	F	NA	NA	Représentant au Parlement Européen	17/06/2002	12/06/2004	FM	UMP	NA	2020	EUR_0002020
00	UNIQUE	SOUCHET	Dominique	09/07/1946	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	RPF	NA	2219	EUR_0002219
00	UNIQUE	STIRBOIS	Marie-France	11/11/1944	F	NA	NA	Représentant au Parlement Européen	11/04/2003	12/06/2004	FM	FN	NA	2061	EUR_0002061
00	UNIQUE	SUDRE	Margie	17/10/1943	F	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	RPR	81	4340	RNE_0000081
00	UNIQUE	SYLLA	Fodé	23/01/1963	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	DVG	NA	4358	EUR_0004358
00	UNIQUE	THOMAS-MAURO	Nicole	06/06/1951	F	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	RPF	83	4381	RNE_0000083
00	UNIQUE	VACHETTA	Roseline	12/12/1951	F	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	LCR	NA	4408	EUR_0004408
00	UNIQUE	VARAUT	Alexandre	18/01/1966	M	NA	NA	Représentant au Parlement Européen	17/12/1999	12/06/2004	FM	MPF	NA	5736	EUR_0005736
00	UNIQUE	FLEURY VLASTO	Dominique	14/08/1946	F	NA	NA	Représentant au Parlement Européen	01/01/2000	12/06/2004	FM	DL	87	5737	RNE_0000087
00	UNIQUE	WURTZ	Francis	03/01/1948	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	COM	88	1018	RNE_0000088
00	UNIQUE	ZIMERAY	François	04/07/1961	M	NA	NA	Représentant au Parlement Européen	13/06/1999	12/06/2004	FM	SOC	573546	4317	RNE_0573546
04	SUD OUEST	ARIF	KADER	03/07/1959	M	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	962324	28137	RNE_0962324
02	OUEST	AUBERT	MARIE HELENE	16/11/1955	F	42	PROFESSEURS DU SECONDAIRE ET TECHN	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	VEC	837985	28213	RNE_0837985
02	OUEST	BACHELOT	ROSELYNE	24/12/1946	F	28	Pharmaciens	Représentant au Parlement Européen	13/06/2004	17/05/2007	DV	UMP	NA	28179	EUR_0028179
03	EST	BEAUPUY	JEAN MARIE	28/11/1943	M	6	ADMINISTRATEURS DE SOCIETES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	16800	28205	RNE_0016800
05	SUD EST	BENNAHMIAS	JEAN LUC	02/12/1954	M	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	VEC	471665	28214	RNE_0471665
07	ILE DE FRANCE	BERES	PERVENCHE	10/03/1957	F	47	FONCTIONNAIRES DE CATEGORIE A	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	1501533	1985	RNE_1501533
05	SUD EST	BONO	GUY	30/04/1953	M	47	FONCTIONNAIRES DE CATEGORIE A	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	341305	28140	RNE_0341305
01	NORD-OUEST	BOURLANGES	JEAN LOUIS	13/07/1946	M	63	RETRAITES FONCT PUBLIQUE SF ENSEIG	Représentant au Parlement Européen	13/06/2004	31/12/2007	DV	UDF	1519893	1026	RNE_1519893
06	MASSIF CENTRAL CENTRE	BOURZAI	BERNADETTE	28/05/1945	F	62	RETRAITES DE L ENSEIGNEMENT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	30/09/2008	DV	SOC	1174433	28143	RNE_1174433
05	SUD EST	CARLOTTI	MARIE ARLETTE	21/01/1952	F	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	15	2031	RNE_0000015
04	SUD OUEST	CASTEX	FRANCOISE	07/02/1956	F	44	PROFESSIONS RATTACHEES A ENSEIGNT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	837989	28148	RNE_0837989
04	SUD OUEST	CAVADA	JEAN MARIE	24/02/1940	M	64	RETRAITES DES ENTREPRISES PUBLIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	837987	28206	RNE_0837987
05	SUD EST	CORNILLET	THIERRY	23/07/1951	M	47	FONCTIONNAIRES DE CATEGORIE A	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	20	4338	RNE_0000020
01	NORD OUEST	COTTIGNY	JEAN LOUIS	12/09/1950	M	61	RETRAITES SALARIES PRIVES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	2553	2315	RNE_0002553
07	ILE DE FRANCE	COUTEAUX	PAUL	31/07/1956	M	46	GRANDS CORPS DE L ETAT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	DVD	21	4383	RNE_0000021
03	EST	DAUL	JOSEPH	13/04/1947	M	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	24	4342	RNE_0000024
07	ILE DE FRANCE	DE SARNEZ	MARIELLE	27/03/1951	F	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	26	4335	RNE_0000026
04	SUD OUEST	DE VEYRAC	CHRISTINE	06/11/1959	F	18	CADRES SUPERIEURS SECTEUR PRIVE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	29	4347	RNE_0000029
02	OUEST	DE VILLIERS	PHILIPPE	25/03/1949	M	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	DVD	1083	2212	RNE_0001083
06	MASSIF CENTRAL CENTRE	DESCAMPS	MARIE HELENE	05/07/1938	F	6	ADMINISTRATEURS DE SOCIETES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	27	22859	RNE_0000027
07	ILE DE FRANCE	DESIR	HARLEM	25/11/1959	M	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	28	4318	RNE_0000028
01	NORD OUEST	DOUAY	BRIGITTE	24/02/1947	F	18	CADRES SUPERIEURS SECTEUR PRIVE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	276787	28157	RNE_0276787
07	ILE DE FRANCE	FERREIRA	ANNE	18/03/1961	F	43	ENSEIGNANTS 1ER DEG DIRECTEURS ECOLE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	32	5735	RNE_0000032
01	NORD OUEST	FLAUTRE	HELENE	29/07/1958	F	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	VEC	33	4385	RNE_0000033
05	SUD EST	FLEURY VLASTO	DOMINIQUE	14/08/1946	F	57	SANS PROFESSION DECLAREE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	87	5737	RNE_0000087
07	ILE DE FRANCE	FONTAINE	NICOLE	16/01/1942	F	29	AVOCATS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	838005	945	RNE_0838005
06	MASSIF CENTRAL CENTRE	FOURTOU	JANELLY	04/02/1939	F	57	SANS PROFESSION DECLAREE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	821668	4336	RNE_0821668
08	OUTRE-MER	FRUTEAU	JEAN CLAUDE	06/06/1947	M	62	RETRAITES DE L ENSEIGNEMENT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	25/06/2007	FM	SOC	870229	4297	RNE_0870229
07	ILE DE FRANCE	GAUBERT	PATRICK	06/07/1948	M	26	DENTISTES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	838003	28183	RNE_0838003
01	NORD OUEST	GAUZES	JEAN PAUL	01/10/1947	M	32	CONSEILLERS JURIDIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	42710	28193	RNE_0042710
05	SUD EST	GIBAULT	CLAIRE	31/10/1945	F	57	SANS PROFESSION DECLAREE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	837981	28207	RNE_0837981
03	EST	GOLLNISCH	BRUNO	28/01/1950	M	41	PROFESSEURS DE FACULTE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	FN	41	1164	RNE_0000041
03	EST	GRIESBECK	NATHALIE	24/05/1956	F	41	PROFESSEURS DE FACULTE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	1786	28208	RNE_0001786
05	SUD EST	GROSSETETE	FRANCOISE	17/05/1946	F	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	1501530	2025	RNE_1501530
02	OUEST	GUELLEC	AMBROISE	26/03/1941	M	65	AUTRES RETRAITES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	4969	28194	RNE_0004969
06	MASSIF CENTRAL CENTRE	GUY QUINT	CATHERINE	01/09/1949	F	50	CADRES SUP ENTREPRISES PUBLIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	43	4314	RNE_0000043
03	EST	HAMON	BENOIT	26/06/1967	M	57	SANS PROFESSION DECLAREE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	16024	28159	RNE_0016024
03	EST	HAZAN	ADELINE	21/01/1956	F	45	MAGISTRATS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	17/05/2008	DV	SOC	44	4299	RNE_0000044
01	NORD OUEST	HENIN	JACKY	12/11/1960	M	18	CADRES SUPERIEURS SECTEUR PRIVE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	COM	173269	28215	RNE_0173269
06	MASSIF CENTRAL CENTRE	HORTEFEUX	BRICE	11/05/1958	M	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	10/06/2005	AU	UMP	47	5565	RNE_0000047
03	EST	ISLER BEGUIN	MARIE ANNE	30/06/1956	F	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	VEC	48	1833	RNE_0000048
06	MASSIF CENTRAL CENTRE	LAIGNEL	ANDRE	04/12/1942	M	62	RETRAITES DE L ENSEIGNEMENT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	42279	1980	RNE_0042279
04	SUD OUEST	LAMASSOURE	ALAIN	10/02/1944	M	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	54	1204	RNE_0000054
01	NORD OUEST	LANG	CARL	20/09/1957	M	23	SALARIES DU SECTEUR MEDICAL	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	FN	55	2057	RNE_0000055
04	SUD OUEST	LAPERROUZE	ANNE	04/07/1956	F	35	INGENIEURS CONSEILS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	165355	28209	RNE_0165355
02	OUEST	LE FOLL	STEPHANE	03/02/1960	M	42	PROFESSEURS DU SECONDAIRE ET TECHN	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	526701	28162	RNE_0526701
07	SUD EST	LE PEN	JEAN MARIE	20/06/1928	M	65	AUTRES RETRAITES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	FN	837980	1023	RNE_0837980
05	ILE DE FRANCE	LE PEN	MARINE	05/08/1968	F	29	AVOCATS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	FN	834072	28210	RNE_0834072
07	ILE DE FRANCE	LEHIDEUX	BERNARD	23/09/1944	M	19	AUTRES CADRES SECTEUR PRIVE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	28517	2326	RNE_0028517
01	NORD OUEST	LIENEMANN	MARIE NOELLE	12/07/1951	F	62	RETRAITES DE L ENSEIGNEMENT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	7014	1708	RNE_0007014
07	ILE DE FRANCE	LIPIETZ	ALAIN	19/09/1947	M	13	INGENIEURS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	VEC	58	4384	RNE_0000058
05	SUD EST	LOUIS	PATRICK	22/10/1955	M	41	PROFESSEURS DE FACULTE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	DVD	837982	28217	RNE_0837982
04	SUD OUEST	MARTINEZ	JEAN CLAUDE	30/07/1945	M	41	PROFESSEURS DE FACULTE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	FN	61	966	RNE_0000061
03	EST	MATHIEU	VERONIQUE	27/01/1953	F	52	EMPLOYES AUTRES ENTREP PUBLIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	62	4412	RNE_0000062
02	OUEST	MORILLON	PHILIPPE	24/10/1935	M	46	GRANDS CORPS DE L ETAT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UDF	64	4332	RNE_0000064
03	EST	MOSCOVICI	PIERRE	16/09/1957	M	46	GRANDS CORPS DE L ETAT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	25/06/2007	DV	SOC	45374	1983	RNE_0045374
04	SUD OUEST	NAVARRO	ROBERT	01/05/1952	M	64	RETRAITES DES ENTREPRISES PUBLIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	07/10/2008	DV	DVG	46275	28164	RNE_0046275
04	SUD-OUEST	ONESTA	GERARD	05/08/1960	M	36	ARCHITECTES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	VEC	67	1838	RNE_0000067
04	SUD OUEST	PATRIE	BEATRICE	12/05/1957	F	45	MAGISTRATS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	69	4309	RNE_0000069
01	NORD OUEST	PEILLON	VINCENT	07/07/1960	M	42	PROFESSEURS DU SECONDAIRE ET TECHN	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	836476	28166	RNE_0836476
02	OUEST	POIGNANT	BERNARD	19/09/1945	M	62	RETRAITES DE L ENSEIGNEMENT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	71	4311	RNE_0000071
02	OUEST	REYNAUD	MARIE LINE	17/07/1954	F	57	SANS PROFESSION DECLAREE	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	25/06/2007	DV	SOC	824956	28168	RNE_0824956
05	SUD EST	ROCARD	MICHEL	23/08/1930	M	46	GRANDS CORPS DE L ETAT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	31/01/2009	DV	SOC	73	1977	RNE_0000073
05	SUD EST	ROURE	MARTINE	28/09/1948	F	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	183490	4313	RNE_0183490
01	NORD OUEST	SAIFI	TOKIA	11/07/1959	F	54	PERMANENTS POLITIQUES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	1048123	4345	RNE_1048123
07	ILE DE FRANCE	SAVARY	GILLES	06/12/1954	M	39	AUTRES PROFESSIONS LIBERALES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	77	4306	RNE_0000077
07	ILE DE FRANCE	SCHAPIRA	PIERRE	10/12/1944	M	60	RETRAITES DES PROFESSIONS LIBERALES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	336711	28172	RNE_0336711
05	SUD EST	SCHENARDI	LYDIA	27/06/1952	F	61	RETRAITES SALARIES PRIVES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	31/01/2009	NA	FN	837999	28211	RNE_0837999
01	NORD OUEST	SIMONOT	CHANTAL	22/09/1962	F	NA	NA	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	30/09/2004	FM	FN	NA	28212	EUR_0028212
08	OUTRE MER	SUDRE	MARGIE	17/10/1943	F	24	MEDECINS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	81	4340	RNE_0000081
07	ILE DE FRANCE	TOUBON	JACQUES	29/06/1941	M	46	GRANDS CORPS DE L ETAT	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	UMP	336718	28198	RNE_0336718
03	EST	TRAUTMANN	CATHERINE	15/01/1951	F	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	584032	1129	RNE_0584032
05	SUD EST	VATANEN	ARI	27/04/1952	M	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	31/01/2009	NA	UMP	838000	4256	RNE_0838000
02	OUEST	VAUGRENARD	YANNICK	25/06/1950	M	61	RETRAITES SALARIES PRIVES	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	27702	28175	RNE_0027702
08	OUTRE-MER	VERGÈS	Paul	05/03/1925	M	37	Journalistes et autres médias	Représentant au Parlement Européen	13/06/2004	04/10/2007	DV	COM	398	1490	RNE_0000398
02	OUEST	VERGNAUD	BERNADETTE	16/09/1950	F	48	FONCTIONNAIRES DE CATEGORIE B	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	7513	28177	RNE_0007513
01	NORD OUEST	WEBER	HENRI	23/06/1944	M	56	AUTRES PROFESSIONS	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	SOC	328	2319	RNE_0000328
07	ILE DE FRANCE	WURTZ	FRANCIS	03/01/1948	M	42	PROFESSEURS DU SECONDAIRE ET TECHN	REPRESENTANT AU PARLEMENT EUROPEEN	13/06/2004	06/06/2009	FM	COM	88	1018	RNE_0000088
06	MASSIF CENTRAL CENTRE	AUDY	JEAN PIERRE	12/06/1952	M	18	CADRES SUPERIEURS SECTEUR PRIVE	REPRESENTANT AU PARLEMENT EUROPEEN	11/06/2005	06/06/2009	FM	UMP	770065	33775	RNE_0770065
03	EST	BOURSIER	CATHERINE	11/05/1953	F	63	RETRAITES FONCT PUBLIQUE SF ENSEIG	REPRESENTANT AU PARLEMENT EUROPEEN	18/05/2008	06/06/2009	FM	SOC	154673	58711	RNE_0154673
06	MASSIF CENTRAL CENTRE	DENANOT	JEAN PAUL	24/04/1944	M	62	RETRAITES DE L ENSEIGNEMENT	REPRESENTANT AU PARLEMENT EUROPEEN	08/10/2008	06/06/2009	FM	SOC	164294	94282	RNE_0164294
01	NORD-OUEST	FOURÉ	Brigitte	13/08/1955	F	41	PROFESSEURS DE FACULTE	Représentant au Parlement Européen	01/01/2008	06/06/2009	FM	UDF	4997	39956	RNE_0004997
08	OUTRE MER	DE GRANDMAISON	MADELEINE	27/01/1938	F	42	PROFESSEURS DU SECONDAIRE ET TECHN	REPRESENTANT AU PARLEMENT EUROPEEN	05/10/2007	06/06/2009	FM	DVG	823678	39629	RNE_0823678
02	OUEST	LEFRANCOIS	ROSELYNE	20/06/1950	F	42	PROFESSEURS DU SECONDAIRE ET TECHN	REPRESENTANT AU PARLEMENT EUROPEEN	26/06/2007	06/06/2009	FM	SOC	641835	38846	RNE_0641835
01	NORD OUEST	LE RACHINEL	FERNAND	04/06/1942	M	5	INDUSTRIELS CHEFS ENTREPRISE	REPRESENTANT AU PARLEMENT EUROPEEN	01/10/2004	06/06/2009	FM	FN	831396	2066	RNE_0831396
02	OUEST	MORIN CHARTIER	ELISABETH	10/10/1947	F	44	PROFESSIONS RATTACHEES A ENSEIGNT	REPRESENTANT AU PARLEMENT EUROPEEN	18/05/2007	06/06/2009	FM	UMP	4604	38596	RNE_0004604
08	OUTRE-MER	NERIS	CATHERINE	09/06/1962	F	57	SANS PROFESSION DECLAREE	REPRESENTANT AU PARLEMENT EUROPEEN	26/06/2007	06/06/2009	FM	SOC	867262	38847	RNE_0867262
03	EST	PRIBETICH	PIERRE	28/12/1956	M	41	PROFESSEURS DE FACULTE	REPRESENTANT AU PARLEMENT EUROPEEN	26/06/2007	06/06/2009	FM	SOC	267965	38845	RNE_0267965
05	SUD-EST	SOULAGE	BERNARD	24/10/1948	M	41	PROFESSEURS DE FACULTE	Représentant au Parlement Européen	01/02/2009	06/06/2009	FM	SOC	21524	95298	RNE_0021524
04	SUD OUEST	TEYCHENNE	MICHEL	22/07/1957	M	34	EXPERTS COMPTABLES	REPRESENTANT AU PARLEMENT EUROPEEN	08/10/2008	06/06/2009	FM	SOC	799238	94281	RNE_0799238
00	UNIQUE	ALFONSI	François	14/09/1953	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	REG	145540	96750	RNE_0145540
00	UNIQUE	ANDRIEU	Éric	14/04/1960	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	SOC	4908	113892	RNE_0004908
00	UNIQUE	ANDROUËT	Mathilde	03/07/1984	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	1509550	197691	RNE_1509550
00	UNIQUE	AUBRY	Manon	22/12/1989	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	DVG	NA	197533	EUR_0197533
00	UNIQUE	BARDELLA	Jordan	13/09/1995	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	1509577	131580	RNE_1509577
00	UNIQUE	BAY	Nicolas	21/12/1977	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	1180764	124760	RNE_1180764
00	UNIQUE	BEIGNEUX	Aurélia	02/06/1980	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	1402485	197680	RNE_1402485
00	UNIQUE	BELLAMY	François-Xavier	11/10/1985	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	UMP	1119663	197534	RNE_1119663
00	UNIQUE	BIJOUX	Stéphane	08/10/1970	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	REM	NA	197551	EUR_0197551
00	UNIQUE	BILDE	Dominique	01/08/1953	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	1379953	124771	RNE_1379953
00	UNIQUE	BITEAU	Benoît	07/04/1967	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	VEC	1180949	197512	RNE_1180949
00	UNIQUE	BOMPARD	Manuel	30/03/1986	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	DVG	NA	197521	EUR_0197521
00	UNIQUE	BOYER	Gilles	04/07/1971	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	NA	NA	197577	EUR_0197577
00	UNIQUE	BRUNA	Annika	26/11/1956	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	NA	182995	EUR_0182995
00	UNIQUE	BRUNET	Sylvie	12/03/1959	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	MDM	340428	197576	RNE_0340428
00	UNIQUE	CANFIN	Pascal	22/08/1974	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	REM	1177463	96711	RNE_1177463
00	UNIQUE	CARÊME	Damien	16/11/1960	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	VEC	152235	197574	RNE_0152235
00	UNIQUE	CHABAUD	Catherine	26/11/1962	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	MDM	NA	197505	EUR_0197505
00	UNIQUE	CHAIBI	Leïla	05/10/1982	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	DVG	NA	197529	EUR_0197529
00	UNIQUE	CICUREL	Ilana	08/02/1972	F	NA	NA	Représentant au Parlement Européen	01/02/2020	NA	NA	REM	NA	204416	EUR_0204416
00	UNIQUE	COLIN-OESTERLÉ	Nathalie	05/05/1965	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	CEN	396568	197536	RNE_0396568
00	UNIQUE	COLLARD	Gilbert	03/02/1948	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	RN	439931	197683	RNE_0439931
00	UNIQUE	CORMAND	David	30/11/1974	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	VEC	482809	197503	RNE_0482809
00	UNIQUE	DANJEAN	Arnaud	11/02/1971	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	UMP	1177451	96747	RNE_1177451
00	UNIQUE	DECERLE	Jérémy	01/07/1984	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	REM	1096802	197504	RNE_1096802
00	UNIQUE	DELBOS-CORFIELD	Gwendoline	08/03/1977	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	VEC	984048	197531	RNE_0984048
00	UNIQUE	DELLI	Karima	04/03/1979	F	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	VEC	1177465	96868	RNE_1177465
00	UNIQUE	DIDIER	Geoffroy	12/04/1976	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	UMP	1180683	190774	RNE_1180683
00	UNIQUE	DURAND	Pascal	03/10/1960	M	NA	NA	Représentant au Parlement Européen	26/05/2019	NA	NA	NA	1501535	124693	RNE_1501535
