Main Id	Other ids
171118	1418228
171306	1078590
171568	1078292,1415678
171758	1075060
171779	819961
171791	1075804
172112	1411765
172181	1072972
172202	1410993
172219	1410890
172245	1410634
172250	1071508
172280	1410158
172297	1410058
172325	1409815
172326	1071151
172349	1409549
172428	1408653
172460	1408237
172468	1408186
172514	1407582
172538	1407564
172566	1407073
172568	1407092
172570	1407113
172575	1407147
172599	1406878
172601	1406898
172615	1406633
172691	1405949
172754	1169408
173159	1401727
173186	1064702
173235	1400784
173394	1399247
174863	1335803
175209	1193042
175540	1335382
175769	1505223
175792	1335239
175980	1335549
176022	744033
176918	1334579
176993	1500012
177168	1406213
177279	1403592
177679	930379
177711	1391493
178145	1263869
178465	1263203
179620	1387362
179627	1426510
180024	1220044
180412	1437071
180757	1159574
181472	1216527
182259	1458731
182472	1461365
182639	1458465
182696	1459127
183443	1499607
184166	1395777
184201	1392233
184495	1461309
184547	1461173
184569	1168068
184675	1461204
184723	1392235
184934	1527407
184956	834084
185156	1460818
185234	1460793
185437	1460897
185953	1460589
186012	1168268
187269	953758
187539	1287111
188224	955107
188227	955101
188229	955106
188238	955100
188266	1287728
188864	1168256
189114	1403060
189155	1403077
198718	1458841
203526	1460041
203912	1460172
219116	1403166
219120	1403169
219262	1403164
219359	1417316
219367	1417225
219613	1525778
219679	538241
219993	1394168
220028	1187686
220044	1404342
242705	1405801
242937	1481351
257931	1282515
258464	1260649
259905	1258553
260036	1511587
260094	1256609
260097	1259468
260286	1257072
260426	1257933
260828	1256712
261223	1259888
261285	1260630
265440	1445281
265675	1257410
265995	1172146
267054	1258819
267205	1489817
267584	1257336
267924	1257999
268160	1259398
268345	1258818
268775	1182424
268945	1260515
269084	1259748
269157	1260654
269208	1256711
269345	1394694
270434	1169477
270805	1349592
270897	1349683
271368	1352890
272324	1351866
273536	1168214
273830	1350805
274494	1436832
274860	1399272
275057	1292345
275168	1339619
276000	1466127
276319	985235
276363	1389369
276780	1389381
277161	1365369
277369	1399689
277730	1292407
277895	1230565
278061	1522586
278138	985311
278208	1232860
278243	1055159
320964	1342349
321323	1175343
321442	1460198
321619	1389628
321652	1293593
321696	1466248
321906	1354708
322102	1354593
322304	1354615
323017	1522494
323775	1353546
324946	1357094
325025	1357057
325285	1356898
326042	1185742
326416	1356270
326781	1356020
327178	1355765
328436	1355036
328493	1355007
329476	1402906
329502	1402901
329540	1482754
329697	1402900
329854	1174376
329871	1293544
330027	1293574
330082	1256434
330095	1466275
330328	1163541
330460	1389735
330717	1488507
331189	1292867
332934	1445449
333250	1483531
333812	1482621
334869	1292929
335044	1305769
335472	1348049
335511	1207764
335528	1495704
336214	1234524
336394	1339665
336606	1495859
336700	1505177
338077	1405653
338256	1234580
339461	1235404
339466	1235403
339471	1235405
339480	1235402
339566	1235340
339746	1235228
339800	1235200
339817	1235201
339845	1235157
339946	1167422
339980	1235073
340147	1512897
340295	1234925
340540	1234779
340747	1236206
340761	1236204
340862	1236125
340864	1236122
340951	1236088
340972	1236090
341250	1235976
341278	1235965
341928	1283560
344031	1285277
344042	1502709
345353	1169885
346397	1195735
347571	1367095
347573	1367101
347583	1367093
347826	1401706
348405	1343018
349476	1366668
349725	1296543
349892	1296544
349998	1178995
350088	1496957
350376	1293318
350755	1497244
350816	1159300
351544	1482913
352056	1317858
352088	1435433
352175	1386956
352206	1386957
352389	1386960
353268	1295529
353897	1527193
354983	1368452
355510	1295347
355911	1403337
355936	1436846
356071	1030548
362313	1339790
369104	1410446
369306	1410277
370348	1409434
371914	1408189
371998	1408093
372083	1408057
372375	1407812
373498	1407049
374038	1071693
374417	1406515
374942	1158417
375271	1488536
375323	1170258
376131	1403289
376575	1184746
376645	1296143
376730	1482899
376972	1397496
377044	1403805
377061	1293934
377123	1436150
378465	1365870
378551	1526458
378640	1404199
379337	1476373
379390	1475508
379429	594800
379466	1476048
379636	1403794
379683	1015027
379775	702580
384001	1397450
388344	1466800
388617	1381197
388620	1381198
389713	1382689
389894	1382573
390069	1382464
390421	1382272
390484	1382217
390958	1382029
393745	1377266
396586	1509717
397124	1471692
397314	1379009
398541	1378082
399531	1431340
399906	1431107
399994	1431057
400281	1521592
401461	1432101
401544	1432028
401932	1431777
402175	1432819
402286	1432781
402536	1432616
402645	1432543
402926	1432410
403257	1432222
403367	1432161
403693	1432995
404740	1433441
405747	1369240
408099	1379975
408669	1352911
408846	1015235
409183	1466878
409187	1292999
409219	1483188
409256	1482619
409297	1482918
425580	1380004
425722	1398856
433897	1375710
434327	1375491
434379	1375480
435017	1375942
435139	1352675
435769	1188379
436092	1364353
436180	1293063
436442	1364714
436775	1365221
437193	1404119
437272	1230752
437991	1037262
438870	1213043
439116	882634
440811	1173042
441476	1213763
441647	1213646
441738	1213574
442694	1403609
443066	1475503
443428	1475696
443442	1475544
443577	1434769
444995	1473133
445058	1306042
445740	1389506
445853	1389504
446358	1389508
447283	1402629
447348	1402633
447691	1476527
448210	1396728
448510	1389548
448604	1467138
448613	1389600
449089	1340214
449226	1467184
449401	1343603
449602	1343665
449895	1385171
449960	1385172
450081	1385186
450912	1386097
450920	1386098
459619	1379500
460480	990848
463443	1372705
464960	1260965
466145	1340332
466967	1313255
467621	1504818
468413	1375027
468453	1374601
468544	1446930
469191	1306557
469592	1294780
469763	1329405
469812	1168444
469954	1318770
470668	1451713
470892	1448112
471090	1339817
471105	1190083
471820	1340178
472259	1397702
473806	1308486
476312	1398858
476869	1448675
476984	1379793
477821	1471822
479244	1448454
479561	1436971
479567	1207231
479737	1307204
479895	1256362
480104	1343973
480120	1343960
480170	1343921
480804	1006722
481084	1007368
481097	1007131
481460	1167915
481744	1398347
482039	1341479
482449	1449059
483390	1285961
483574	1099381
484090	1286017
484107	1285604
484503	1286887
485316	1467472
485711	1294598
485965	1319073
486640	1467566
486780	1295158
487310	1446191
490791	1445864
494431	1132483
494710	1133846
494829	1475058
495027	1474929
495029	1474932
495166	1133132
495264	1173762
495789	1474432
496049	1474249
496302	1474092
496309	1474081
496424	1132647
496517	1215192
496596	1198004
496765	1473583
496778	1473576
497073	1132726
497583	1232748
497955	1166753
498403	1293817
498827	1210884
524329	1090397
524628	1427383
524843	1500022
524932	1427184
525238	1453661
525337	1113963
525374	1453591
526097	1453999
526104	1454005
526431	1453804
529399	1467714
530228	1454642
530395	1167531
530424	1454518
530499	1454449
530523	1454447
530524	1454451
534035	1450034
534787	1454785
534817	1454772
535158	1454973
535390	1455214
535959	1439954
536673	1455289
536680	1455288
536692	1455291
536708	1455286
536792	1455412
537875	1526152
537983	1455651
538017	1166236
538283	1455444
538727	1456057
538873	1516389
539223	1456466
539289	1162043
540150	1518496
540520	1131740
540655	1456993
540905	1440045
540986	1457218
540992	1457211
541110	1457123
541703	1167724
541718	1457339
541773	1457300
541794	1457287
541925	589628,1166542
541948	1457567
542067	1457482
542093	1186328
542406	829728
542529	1308448
542539	1179895
542582	1457964
543012	1458187
543553	1467807
543563	1228949
544308	1440108
545198	985734
546591	1494909
549637	1244279
549665	1469193
549695	1469176
551122	1469142
553628	1296389
556736	1469610
556807	1181924
556991	1470372
556997	1470394
557509	1506613
558140	1308454
558547	1448211
558614	1448255
558796	1178056
558889	1344081
558950	1344054
559104	1344260
559727	1168372
560130	1440763
572205	1439799
573014	1450663
573381	1451235
573847	1452880
573865	1452867
574612	1518262
574837	1449470
574913	1449439
575381	1450983
575546	1500963
575745	1450764
575847	1450704
575916	1344715
576041	1167740
577104	1507656
577491	1452046
577515	1453171
577977	1451816
578101	1451761
578378	1451614
578499	1453060
578788	1453177
578841	1453161
578920	1453121
579861	1245253
581051	1420736
581495	1423796
583026	1420948
583044	1171629
583934	1423654
584097	1423154
584304	1422570
585104	1420774
585519	1420355
586751	1422486
586862	1422280
588731	1478097
589380	1244041
589490	1089157
590778	1132326
591270	1089313
591494	1429805
591712	1429678
592029	1430380
592152	1429433
592359	1429262
592599	1429181
592721	1169908
592751	1429057
592843	1430508
592932	1430460
593102	1527122
593489	1428641
593711	1166544
594457	1294072
594923	1489205
595003	942576
595089	1359286
595157	1489212
595247	1489244
595308	1244924
596184	1223966
596773	1222857
598782	1223305
598830	1222919
599116	1223555
603930	1224215
604353	891588
604354	891584
604851	1224268
605976	1469209
605996	1243013
606013	1469203
606089	1469231
606271	1469309
606303	1244168
606320	1471574
606406	1469486
606414	1469489
606500	1469433
606602	1469346
606627	1469345
606667	1469320
606766	1469603
606771	1469608
606904	1469834
607041	1469740
607376	1469895
607515	1469950
607646	1330441
607711	1244998
607826	1470134
607958	1470035
612505	1271248
617046	1470340
617079	1470321
617113	1470305
617412	1470536
617429	1470526
617611	1470423
617621	1470411
617765	1470696
617819	1470671
617835	1470658
617984	1470571
618247	1471047
618264	1471045
618330	1470998
618357	1471002
618366	1470976
618368	1470982
618391	1470963
618451	1470927
618653	1470800
619126	1471593
619222	1471533
619257	1471488
619320	1471466
619431	1471377
619657	1471212
619723	1245414
620859	1328639
620958	1328195
622307	1327325
622524	1327203
623036	1326854
623140	1326784
623177	1326745
623807	1326387
629027	1274949
629109	1510933
629183	1277827
629321	1277756
629563	1277471
630082	1275710
632283	1275129
632817	1275488
633187	1245133
633192	1294451
634066	1489395
634738	1489476
635400	1245023
636003	1495336
636258	913075
636315	1489438
636459	984619
636859	1242892
637067	1245095
637129	1244241
637143	1196780
637226	1244499
637345	1320684
638002	1245282
638164	1227779
638810	1243794
639370	976661
639584	1273406
639980	1243409
640366	1245761
640910	1330983
641030	1233355
641702	1311457
641762	1245389
642038	1447679
642418	1271561
642536	1231721
642715	1243379
642975	1233693
643119	1447750
643461	1233465
643798	1243449
644056	1193372
644220	1273905
644240	1273907
644847	1170854
644962	1233780
645362	1472913
645806	1468196
645850	1246608
646330	1003886
646527	1164354
646609	1336875
646959	1495009
647113	1272053
647408	1312055
647489	1180936
647726	1308596
647789	1468285
656139	1303598
656168	1303593
656295	1303491
656296	1303490
656427	1303424
656442	1303411
656468	1303385
656633	1305127
656684	968672
656711	1305102
656930	1304920
656956	1304918
656981	1304876
657024	1301715
657025	1304849
657029	1304852
657055	1304859
657063	1304831
657110	1304792
657265	1304678
657266	1304681
657302	1304644
657343	1304619
657420	1304555
657459	1304528
657627	1304418
657628	1304428
657633	1304421
657785	1304311
657793	1304328
657806	1508015
657810	1508017
657877	1304249
658210	1303979
658292	1303944
658414	1303849
658518	1303781
658575	1303758
658724	1303644
658795	1303270
658880	1303213
659230	1302962
659250	1302932
659431	968360
659590	1302685
659734	1302595
659778	1302527
659792	1302550
659798	1302530
659839	1302529
659862	1302496
660104	1302331
660221	1302249
660227	1302246
660246	1303618
660540	1302068
660729	1301913
660751	1301906
660761	1301914
660782	968557
660804	1301867
660805	967762
660817	1301856
660889	1301801
660894	1301802
660898	1301803
660993	1301717
661042	1301692
661230	1301556
661249	1301546
661250	1301548
661393	1301446
661430	1301414
661449	1301408
661505	1301371
661516	1301349
661520	1301351
661671	1301247
661722	1301209
661725	1301211
661957	1301053
661979	1301018
662017	1301005
662110	1300941
662249	1300853
662311	1300793
662379	1300748
662457	1300706
662471	1300700
662690	1300528
662741	1300489
662767	1300487
662772	1300488
662868	1300404
662879	1300402
662994	1181166
663058	1300299
663189	1300208
663192	1300204
663213	1300198
663293	1300137
663395	1300069
663397	1300060
663400	1300067
663420	1300061
663543	1299957
663554	1299953
663692	1299856
663713	1299858
663727	1299838
663849	1299759
663877	1299729
670843	1370662
671336	1369594
671529	1371723
672372	1369511
672826	1311329
673171	1509831
673492	1311338
673879	1305750
674545	1482253
674575	1341671
674956	1489694
675127	1482315
675177	1500826
675224	1209387
675250	1232542
675842	954116
677085	1416890
678147	1188112
678774	1415957
679168	1415736
679321	1415668
679613	1415502
681078	1293191
681141	1295310
681287	1312270
681313	1295736
682198	1499261
682233	1498579
682680	1505559
682747	1498561
682802	1498535
683196	1497878
683705	1167317
684088	1526665
684966	1312283
685403	1288704
685417	1288710
685569	1285789
685595	1285756
685757	1312340
685894	1342048
686194	1341740
686230	1341363
686499	1345571
687411	1342304
687542	1256333
687633	1167425
687677	1489995
687720	1312404
688942	1472440
689394	1312431
690704	1205252
690843	1205182
690957	1205098
692673	1205669
693473	1203801
693740	1203629
694762	1203341
695051	975317
695291	1305875
695368	1468584
695500	1311602
696658	1297165
696816	1297052
696916	1296994
697176	1297413
697482	1232843
697561	1297635
697775	1297785
697837	1297744
697873	1297734
697910	1297703
698030	1297798
698272	1296953
698497	1298558
698538	1298479
698540	1298477
698586	1298447
698588	1298442
698675	1298385
699073	1298665
699339	1298782
699438	1298720
699745	1299462
699804	1299414
700060	1299268
700435	1299044
700613	1299535
700700	1299682
700702	1299686
700832	1297907
701092	1298131
701200	1298047
701421	1256388
701480	1294844
702597	1255515
702700	1273461
703066	1255572
703070	1481789
704180	1213516
704263	1510566
704388	1429876
704639	1255488
704770	1309118
721783	1103059
721837	1441883
721879	1442704
721882	1442708
721914	1444335
721942	1442956
722015	1441678
722108	1442614
722137	1442415
722149	1443768
722368	1441983
722397	1444109
731317	1236479
731501	1517432
731562	1240928
732072	1240628
733571	1239742
733699	1239660
734530	1239168
735425	1240577
735561	1239045
735757	1237038
737229	1237886
738703	1240599
739012	1490194
739127	1312518
739299	1255480
739462	1256456
739467	1256457
739544	1312573
739577	1255946
740292	1360560
740297	1360557
740918	1312611
740944	1182654
741390	1490474
741553	1490489
741714	1490351
741850	1292600
742066	1490541
742349	1294064
742928	1360575
743340	1442431
743352	1442815
743433	1443717
743499	1441644
743543	1444249
743667	1443054
743767	1444056
743832	1442453
744009	1442393
744309	1255332
745240	1242135
745754	1517150
746202	1241539
747053	1241050
747069	1171064
747070	1241051
747847	1255242
747852	1255239
748858	1444381
749129	1442030
749443	1228877
749591	1256322
749661	1255699
749805	1255909
749841	1307016
749856	1307019
749887	1444349
749979	1442115
750000	1441943
750054	1203581
750148	1103168
750465	1307696
750605	1442935
750699	1441722
750898	1442271
750977	1442823
750990	1442894
750997	1442326
751512	913095
751687	1296519
751798	1274402
751976	1225411
752004	1225414
752088	1293371
752098	1256047
752137	1256048
752201	1256086
752387	1293453
752395	1293454
752448	1272634
752498	1272637
752544	1256128
752555	1255262
752617	1256126
752664	1305791
752719	1255380
752748	1254962
752773	1254964
752778	1274770
752873	1255289
752978	1444420
753080	1443530
753224	1443535
753242	1443907
753633	1441613
753875	1306252
753951	1255438
754359	1272253
754701	1490350
754935	1208061
754957	1526314
754969	1255693
755229	1245384
755313	1255294
755527	1254997
755658	1255803
755682	1255658
755694	1255662
755703	1255659
755738	1255980
755810	1255822
755964	1255373
756046	1255922
756126	1255935
756129	1255939
756455	1255956
756527	1226341
756579	1245062
756777	1509271
756784	1256017
756790	1256521
756806	941733
757002	1256074
757193	1415119
757519	870141
758099	1413977
758268	1524987
758310	1413828
758422	1413649
758798	1177814
759116	1412516
759603	1411957
760204	1411002
760378	1244382
760467	1414999
760976	1413430
761615	1411639
761661	1414950
762630	1370482
763552	1414661
764554	1411893
764616	1411762
764696	1411640
764741	1411449
764895	1187939
764915	1411096
765056	1243791
765168	1274284
765180	1274296
765355	1255754
765452	1272060
765459	1254938
765472	1254943
765527	1244935
765628	1490624
765693	1255942
766265	1256294
766277	1256301
766311	1256303
766364	1490657
766590	1255212
766609	1274116
766656	1256337
766660	1256336
766727	1256395
766802	1256396
766850	1256406
766968	1256404
767025	1232737
767089	1243385
768434	1252829
769539	1253867
770042	1253626
770131	1253664
770488	1252206
771056	1253617
771742	1485879
771943	1254027
772573	1254094
772576	1254096
772598	1254095
772651	1468766
772771	1436343
773060	1246258
773142	1309348
773285	1326203
773407	989954
773422	1167961
773426	989919
773699	1324575
774751	1363066
774866	1363000
775387	1362693
775641	1361137
775790	1362352
777004	1361760
777107	1361705
777203	1361663
777500	1361512
777599	1361450
780054	1174634
780816	870002
781036	1324391
781313	1324697
781398	1325593
781446	1324866
781662	1178889
781685	1509800
781981	1264583
781998	1264579
782366	1265076
783419	1265705
783652	1265555
783689	1265535
783849	1325596
784449	992323
784935	1323093
784945	1326284
785043	1323691
785065	1323562
785071	1323309
785105	1323246
785129	1323187
785384	1324616
785430	1323860
785733	1325985
785777	1325285
786223	1323484
786591	1326183
786953	1386592
787072	1254309
789791	1185784
790103	1462786
790158	1462753
790806	1462356
791280	1462060
791372	1254404
791443	1254433
791514	1247127
791566	1254454
791620	1254476
791622	1254481
791713	1468984
791838	1469003
792174	1254607
792255	1254670
795306	1225004
795395	1224945
795422	1224940
795513	1224859
795690	1224766
795963	1254751
796777	1168622
796815	1191862
797131	1228958
798191	1247743
798328	1226624
798462	1226542
798463	1226541
798509	1226507
798522	1226504
798788	1226321
798915	1226174
799590	1225779
799614	1225755
799690	1225719
799703	1225710
799783	1225596
799909	1225522
800177	1225988
800400	1225208
800532	1225154
800585	1225116
801123	1245074
801272	1232412
801480	1197659
803805	1371017
804375	1245626
804630	1218633
804835	1266219
804913	1266154
805477	1266657
805810	1266383
805830	1266379
806823	1267425
806886	1267379
806997	1267289
807179	1267619
807548	1267897
808194	1269322
808206	1269315
808380	1269162
808608	1269914
808622	1269913
808624	1269915
808652	1269880
808720	1269829
809121	1270464
809567	1270135
809636	1270818
809643	1270822
809731	1270747
809739	1270726
809760	1270731
809812	1270669
810001	1344890
810152	1268546
810341	1188995
810368	1503720
810560	1268226
810910	1268894
811076	1268775
811136	1268722
811740	1359051
811870	1344949
812703	1244567
812745	1245290
813169	1226866
813444	1345758
813488	1346179
813745	1345149
813748	1345140
813933	1345218
813935	1245314
814229	1227171
814468	1247583
815058	1360117
815183	1170245
815496	1360685
815741	1360937
816105	1344926
816107	1344929
816109	1345256
816336	1345257
816852	1345614
816855	1345612
816862	1347590
816881	1347627
817053	1247241
817363	1346155
817747	1419532
817930	1419402
818541	1417768
818903	1419362
819290	1419145
819376	1419050
820711	1418585
820888	1218248
820978	1453836
821061	1487148
821109	1218204
821124	1182809
821322	1524419
821551	1184699
821588	1199967
821639	1275307
822182	868607
822236	1347478
822244	1347593
822468	1192398
822472	1347960
822899	1345725
823070	1274738
823213	1478618
823241	1219039
823273	1219042
823286	1219046
823350	1347407
823501	1479393
823913	1345200
824144	1345319
824490	1345757
824745	1347633
824852	1347634
824855	1347637
824887	1346535
824993	1219014
825039	1242942
825361	1345308
825806	1168186
825956	1347730
825994	1345748
826026	1347250
826624	1390370
827183	1244256
827543	1478168
827583	1199422
827638	1345878
827698	1199701
828344	1478880
829442	1211570
829810	1508292
830441	1180749
830809	1481520
830988	1256468
831035	1107966
831330	1352726
832360	1217541
832363	1217546
832598	1164170
832850	1217840
833071	1181003
833579	1190101
833684	1123682
833716	1185763
833914	1358633
833916	984004
834008	1509913
834052	1180968
834128	1181057
834309	1306102
834364	1210423
834819	1404184
834944	1207821
835060	1210379
835567	1466159
835732	1437410
835871	1159606
836143	1386100
836380	1390002
836475	1255771
837062	1450432
837204	1310467
837798	1310735
838042	1393461
838918	1448472
839084	1167980
839157	1346151
839193	1187218
839306	1427341
839319	1319286
839372	1386576
839556	1387134
840046	1459016
840167	1105382
840172	1438070
840476	1494205
841101	1306101
841539	1168066
841685	1168517
842272	1278687
842628	1326972
842680	1255202
843312	1279160
844310	887771
844320	1218308
844761	1218558
844776	1507001
844819	1217970
844888	1217992
844946	1279791
845248	1178596
845279	1279916
845351	1255081
845360	1282110
845783	1280185
846087	1456213
846365	1279152
846445	1279960
846616	1279428
846765	1217963
847074	1196434
847096	1280440
847565	1280608
848142	1280836
848149	1280847
848182	1255844
848541	1280951
848731	1280964
849847	1248148
850307	1164116
850372	1338759
850551	1164344
850879	1171638
851052	1281567
