ID Assemblee	Code sexe	Prenom elu	Nom elu	Date naissance	Date deces	Commune de naissance	Departement de naissance	Pays de naissance	Nom profession	Categorie profession	Famille profession
PA721210	M.	Alexis	Corbière	1968-08-17		Béziers	Hérault	France	Professeur de lycée professionnel	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721218	Mme	Sylvie	Charrière	1961-05-15		Montreuil-sous-Bois	Seine-Saint-Denis	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721226	Mme	Sabine	Rubin	1960-08-13		Paris	Paris	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721234	Mme	Maud	Petit	1971-11-15		Paris	Paris	FRANCE	Employée (secteur privé)	Contremaîtres, agents de maîtrise	Professions Intermédiaires
PA721246	Mme	Albane	Gaillot	1971-07-07		Paris 13	Paris	France	Chef de projet digital	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721254	Mme	Isabelle	Muller-Quoy	1967-11-08		Agen	Lot-et-Garonne	France	Maitre de conférences en droit 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721262	M.	Guillaume	Vuilletet	1967-06-20		Beauvais	Oise	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721270	M.	Stéphane	Peu	1962-07-24		Pau	Pyrénées-Atlantiques	France	Employé administratif	Employés administratifs d'entreprise	Employés
PA721278	M.	Patrice	Anato	1976-03-14		Lomé		Togo	Consultant	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721286	M.	Alain	Ramadier	1958-07-08		Paris	Paris	France	Cadre bancaire	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721296	M.	Guillaume	Gouffier-Cha	1986-02-01		Beauvais	Oise	France	Manager public	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721314	M.	Raphaël	Schellenberger	1990-02-14		Mulhouse	Haut-Rhin	FRANCE	Attaché Parlementaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721328	Mme	Anne	Brugnera	1970-11-28		Versailles	Yvelines	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721336	Mme	Blandine	Brocard	1981-11-03		Strasbourg	Bas-Rhin	France	Employée (secteur privé)	Employés administratifs d'entreprise	Employés
PA721344	M.	Bruno	Bonnell	1958-10-06		Alger		Algérie	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721352	Mme	Danièle	Cazarian	1965-08-31		Lyon 7ème 	Rhône	France	Administratrice de sociétés	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721364	M.	Raphaël	Gauvain	1973-04-10		Paris 14ème	Paris	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721372	M.	Damien	Pichereau	1988-01-28		Mamers	Sarthe	France	Employé (secteur privé)	Employés de commerce	Employés
PA721384	Mme	Pascale	Fontenel-Personne	1962-05-26		Le Mans	Sarthe	France	Industriel-Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721398	Mme	Typhanie	Degois	1993-01-06		Fourmies	Nord	France	Juriste	Professions intermédiaires administratives et commerciales des entreprises	Professions Intermédiaires
PA721410	Mme	Émilie	Bonnivard	1980-08-02		Chambéry	Savoie	France	Cadre à la Caisse des Dépôts et Consignations	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721418	M.	Patrick	Mignola	1971-08-08		Chambéry	Savoie	FRANCE	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721426	Mme	Véronique	Riotton	1969-11-02		Bonneville	Haute-Savoie	France	Consultante-Coach en Ressources Humaines	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721434	Mme	Frédérique	Lardet	1966-09-01		Annecy	Haute-Savoie	France	Cadre d'entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721450	Mme	Marion	Lenne	1974-11-20		Gardanne	Bouches-du-Rhône	France	Cheffe de projet	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721458	M.	Xavier	Roseren	1970-01-12		Chamonix	Haute-Savoie	France	Commerçant	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721466	M.	Gilles	Le Gendre	1958-05-13		Neuilly-sur-Seine	Hauts-de-Seine	France	Industriel-Chef d'entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721474	M.	Stéphane	Viry	1969-10-14		Épinal	Vosges	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721486	M.	Christophe	Naegelen	1983-12-30		Remiremont	Vosges	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721498	M.	Stanislas	Guerini	1982-05-14		Paris 15ème	Paris	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721506	Mme	Brigitte	Kuster	1959-04-12		Saint-Cloud	Hauts-de-Seine	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA721514	Mme	Stéphanie	Kerbarh	1975-07-31		Orléans	Loiret	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721522	M.	Xavier	Batut	1976-12-26		Créteil	Val-de-Marne	FRANCE 	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721530	Mme	Aude	Luquet	1967-08-18		Melun	Seine-et-Marne	FRANCE	Autre profession	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721542	Mme	Marie-Christine	Verdier-Jouclas	1965-03-19		Albi	Tarn	France	Directrice d'agence bancaire	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721560	M.	Benjamin	Griveaux	1977-12-29		Saint-Rémy	Saône-et-Loire	France	Directeur communication et affaires publiques	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721564	Mme	Élise	Fajgeles	1970-07-06		Sartrouville	Yvelines	France	Juriste au ministère de la Culture , Avocate	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721568	M.	Pierre	Person	1989-01-22		Nancy	Meurthe-et-Moselle	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721584	M.	Jean	Terlier	1977-03-02		Toulon 	Var	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721600	Mme	Laurianne	Rossi	1984-05-18		Toulon	Var	France	Cadre (entreprises publiques)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721608	M.	Jean-Louis	Bourlanges	1946-07-13		Neuilly-Sur-Seine	Hauts-de-Seine	France	Retraité de la fonction publique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721616	M.	Pacôme	Rupin	1985-01-25		Chambray-lès-Tours	Indre-et-Loire	France	Entrepreneur	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721624	Mme	Laetitia	Avia	1985-10-29		Livry-Gargan	Seine-Saint-Denis	France	Avocate	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721632	Mme	Patricia	Lemoine	1961-12-30		Enghien-les-Bains	Val-d'Oise	France	agent immobilier	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721636	M.	Jean-François	Parigi	1960-01-25		Châtenay-Malabry	Hauts-de-Seine	France	Autre profession	Sans profession déclarée	Sans profession déclarée
PA721644	M.	Rodrigue	Kokouendo	1974-03-08		Bangui		Centrafrique	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721656	Mme	Cécile	Muschotti	1987-10-30		Toulon	Var	France	Directrice d’un centre de formation des apprentis 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721670	Mme	Amélie	de Montchalin	1985-06-19		Lyon 08	Rhône	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721674	Mme	Stéphanie	Atger	1975-10-11		Sarcelles	Val-d'Oise	France	Ecrivain public	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721678	M.	Robin	Reda	1991-05-10		Savigny-sur-Orge	Essonne	France	Autres	Sans profession déclarée	Sans profession déclarée
PA721690	M.	Buon	Tan	1967-03-10		Phnom Penh		Cambodge	Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721702	M.	Jean-Michel	Fauvergue	1957-01-31		Bages	Pyrénées-Orientales	France	Haut fonctionnaire dans la Police nationale	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721710	Mme	Michèle	Peyron	1961-07-22		Nîmes	Gard	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721718	Mme	Stéphanie	Do	1979-12-20		Hô Chi Minh Ville		Vietnam	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721726	Mme	Sereine	Mauborgne	1972-05-03		Le Mans	Sarthe	France	Infirmière libérale	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA721734	M.	Philippe	Michel-Kleisbauer	1969-03-06		Draguignan	Var	France	Conseiller juridique	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721742	Mme	Isabelle	Florennes	1967-08-02		Arras	Pas-de-Calais	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721750	Mme	Céline	Calvez	1979-07-24		Rennes	Ille-et-Vilaine	France	Consultante communication	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721764	Mme	Olivia	Gregoire	1978-09-30		Paris	Paris	France	Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721776	M.	Didier	Baichère	1970-08-20		Limoux	Aude	FRANCE	Directeur des Ressources Humaines	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721784	Mme	Valérie	Gomez-Bassac	1969-07-16		Valenciennes	Nord	France	Maître de conférences	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721792	Mme	Émilie	Guerel	1983-12-18		Carpentras	Vaucluse	France	Professeur du secondaire et techn.	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721800	M.	Fabien	Matras	1984-09-12		Grenoble	Isère	France	Enseignant vacataire Faculté	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA721808	Mme	Michèle	Crouzet	1967-08-31		Lormes	Nièvre	France	Co-gérante d'entreprise en disponibilité	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721816	M.	Ian	Boucard	1988-05-05		Belfort	Territoire de Belfort	France	Autre cadre (secteur privé)	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721824	M.	Hugues	Renson	1978-02-11		Paris 15	Paris	France	Cadre supérieur (entreprises publiques)	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721836	M.	Jean-Noël	Barrot	1983-05-13		Paris	Paris	France	Professeur de faculté	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721844	Mme	Béatrice	Piron	1965-08-30		Martigues	Bouches-du-Rhône	France	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721852	Mme	Marie	Lebec	1990-12-17		Vernon	Eure	France	Consultante en affaires publiques	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721860	M.	Jean-François	Cesarini	1970-09-30		Avignon	Vaucluse	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721872	Mme	Brune	Poirson	1982-09-01		Washington, D.C.		Etats-Unis d'Amérique	Profession libérale	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721876	M.	Adrien	Morenas	1982-01-01		Carpentras	Vaucluse	France	Étudiant en ostéopathie	Inactifs divers (autres que retraités)	Autres personnes sans activité professionnelle
PA721880	Mme	Marie	Guévenoux	1976-11-02		Amiens	Somme	France	Collaborateur politique	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721888	M.	Pierre-Alain	Raphan	1983-04-06		Choisy-le-Roi	Val-de-Marne	France	Directeur d'un cabinet de conseil	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA721896	Mme	Elsa	Faucillon	1981-08-06		Amiens	Somme	France	Employée du secteur privé	Employés administratifs d'entreprise	Employés
PA721908	Mme	Yaël	Braun-Pivet	1970-12-07		Nancy	Meurthe-et-Moselle	France	Avocate	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721916	Mme	Natalia	Pouzyreff	1961-02-18		Limoges	Haute-Vienne	France	Ingénieure	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721924	Mme	Michèle	de Vaucouleurs	1964-02-12		Albertville	Savoie	France	Conseillère en insertion professionnelle	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721932	Mme	Marie-France	Lorho	1964-12-15		Colmar	Haut-Rhin	France	Déléguée médicale	Professions intermédiaires administratives et commerciales des entreprises	Professions Intermédiaires
PA721946	M.	Jacques	Marilossian	1958-07-26		LE PUY EN VELAY	Haute-Loire	FRANCE	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721956	Mme	Delphine	O	1985-12-25		Mont-Saint-Aignan	Seine-Maritime	France	Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721960	Mme	Danièle	Obono	1980-07-12		Libreville		Gabon	Bibliothécaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721968	M.	Michel	Vialay	1960-01-06		Paris 20ème	Paris	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721976	M.	Bruno	Millienne	1959-11-28		Argenteuil	Val-d'Oise	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721984	M.	Philippe	Latombe	1975-04-21		Paris 14	Paris	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721992	Mme	Patricia	Gallerneau	1954-09-09	2019-07-07	Paris	Paris	France	Retraitée fonction publique (hors enseignement)	Anciens cadres et professions intermédiaires	Retraités
